ID,foreperiod,oneBackFP,twoBackFP,RT
112,1.8,0.6,0.6,0.3288666666666666
112,1.8,0.6,1.2,0.39295
112,1.8,0.6,1.8,0.39554000000000006
112,1.8,1.2,0.6,0.37065
112,1.8,1.2,1.2,0.35945714285714286
112,1.8,1.2,1.8,0.3327090909090909
112,1.8,1.8,0.6,0.341325
112,1.8,1.8,1.2,0.38047142857142857
112,1.8,1.8,1.8,0.36027999999999993
113,0.6,0.6,0.6,0.3158222222222223
113,0.6,0.6,1.2,0.34365000000000007
113,0.6,0.6,1.8,0.3234714285714285
113,0.6,1.2,0.6,0.34584166666666666
113,0.6,1.2,1.2,0.35794285714285706
113,0.6,1.2,1.8,0.37802222222222226
113,0.6,1.8,0.6,0.35760000000000003
113,0.6,1.8,1.2,0.37200909090909096
113,0.6,1.8,1.8,0.36948333333333333
113,1.2,0.6,0.6,0.33786
113,1.2,0.6,1.2,0.31682
113,1.2,0.6,1.8,0.3237333333333334
113,1.2,1.2,0.6,0.35635555555555554
113,1.2,1.2,1.2,0.36869999999999997
113,1.2,1.2,1.8,0.3420888888888889
113,1.2,1.8,0.6,0.3566666666666667
113,1.2,1.8,1.2,0.3290111111111111
113,1.2,1.8,1.8,0.3335875
113,1.8,0.6,0.6,0.3222
113,1.8,0.6,1.2,0.3233181818181819
113,1.8,0.6,1.8,0.3402285714285714
113,1.8,1.2,0.6,0.31461666666666666
113,1.8,1.2,1.2,0.3393636363636363
113,1.8,1.2,1.8,0.31038333333333334
113,1.8,1.8,0.6,0.32911818181818175
113,1.8,1.8,1.2,0.308125
113,1.8,1.8,1.8,0.3584125
117,0.6,0.6,0.6,0.39698571428571433
117,0.6,0.6,1.2,0.4589600000000001
117,0.6,0.6,1.8,0.41022222222222227
117,0.6,1.2,0.6,0.39202500000000007
117,0.6,1.2,1.2,0.4188571428571429
117,0.6,1.2,1.8,0.42147777777777773
117,0.6,1.8,0.6,0.4216499999999999
117,0.6,1.8,1.2,0.4418333333333333
117,0.6,1.8,1.8,0.3797555555555555
117,1.2,0.6,0.6,0.3514636363636363
117,1.2,0.6,1.2,0.33338571428571434
117,1.2,0.6,1.8,0.4041
117,1.2,1.2,0.6,0.36271250000000005
117,1.2,1.2,1.2,0.3348
117,1.2,1.2,1.8,0.3433571428571428
117,1.2,1.8,0.6,0.3943666666666667
117,1.2,1.8,1.2,0.36333000000000004
117,1.2,1.8,1.8,0.3643166666666667
117,1.8,0.6,0.6,0.3875
117,1.8,0.6,1.2,0.3663545454545455
117,1.8,0.6,1.8,0.41950000000000004
117,1.8,1.2,0.6,0.34138571428571435
117,1.8,1.2,1.2,0.40730909090909084
117,1.8,1.2,1.8,0.36045000000000005
117,1.8,1.8,0.6,0.34725384615384614
117,1.8,1.8,1.2,0.42810000000000004
117,1.8,1.8,1.8,0.3638666666666667
120,0.6,0.6,0.6,0.5527999998571428
120,0.6,0.6,1.2,0.60657499925
120,0.6,0.6,1.8,0.515775000125
120,0.6,1.2,0.6,0.5427444443333332
120,0.6,1.2,1.2,0.5161444448888888
120,0.6,1.2,1.8,0.6392833336666667
120,0.6,1.8,0.6,0.5818727275454546
120,0.6,1.8,1.2,0.6515666663333333
120,0.6,1.8,1.8,0.5789166665833333
120,1.2,0.6,0.6,0.5522111111111111
120,1.2,0.6,1.2,0.48314285728571427
120,1.2,0.6,1.8,0.5434125
120,1.2,1.2,0.6,0.5535666668000001
120,1.2,1.2,1.2,0.5773500002499999
120,1.2,1.2,1.8,0.50392
120,1.2,1.8,0.6,0.57816
120,1.2,1.8,1.2,0.6258200002
120,1.2,1.8,1.8,0.5946666672222222
120,1.8,0.6,0.6,0.5118571431428572
120,1.8,0.6,1.2,0.5574428568571429
120,1.8,0.6,1.8,0.5068499996
120,1.8,1.2,0.6,0.5261200001999999
120,1.8,1.2,1.2,0.5823000003076924
120,1.8,1.2,1.8,0.6568500001666666
120,1.8,1.8,0.6,0.5060111109999998
120,1.8,1.8,1.2,0.5778714288571429
120,1.8,1.8,1.8,0.6151199996000001
121,0.6,0.6,0.6,0.33235454545454546
121,0.6,0.6,1.2,0.3209375
121,0.6,0.6,1.8,0.33077500000000004
121,0.6,1.2,0.6,0.3778545454545455
121,0.6,1.2,1.2,0.3811888888888889
121,0.6,1.2,1.8,0.38467499999999993
121,0.6,1.8,0.6,0.3556555555555556
121,0.6,1.8,1.2,0.4077
121,0.6,1.8,1.8,0.4541083333333334
121,1.2,0.6,0.6,0.28065
121,1.2,0.6,1.2,0.36384444444444447
121,1.2,0.6,1.8,0.3205
121,1.2,1.2,0.6,0.42975
121,1.2,1.2,1.2,0.3697375
121,1.2,1.2,1.8,0.33980000000000005
121,1.2,1.8,0.6,0.3294777777777778
121,1.2,1.8,1.2,0.31667142857142855
121,1.2,1.8,1.8,0.4577125
121,1.8,0.6,0.6,0.3515400000000001
121,1.8,0.6,1.2,0.30978
121,1.8,0.6,1.8,0.34764999999999996
121,1.8,1.2,0.6,0.3949181818181819
121,1.8,1.2,1.2,0.3116111111111111
121,1.8,1.2,1.8,0.23154999999999998
121,1.8,1.8,0.6,0.33238
121,1.8,1.8,1.2,0.37555000000000005
121,1.8,1.8,1.8,0.41651999999999995
123,0.6,0.6,0.6,0.3493833333333334
123,0.6,0.6,1.2,0.35095
123,0.6,0.6,1.8,0.36899999999999994
123,0.6,1.2,0.6,0.3486666666666666
123,0.6,1.2,1.2,0.35840000000000005
123,0.6,1.2,1.8,0.37011000000000005
123,0.6,1.8,0.6,0.37444999999999995
123,0.6,1.8,1.2,0.36940000000000006
123,0.6,1.8,1.8,0.39316249999999997
123,1.2,0.6,0.6,0.3233
123,1.2,0.6,1.2,0.3380285714285714
123,1.2,0.6,1.8,0.35565
123,1.2,1.2,0.6,0.35453333333333337
123,1.2,1.2,1.2,0.34213750000000004
123,1.2,1.2,1.8,0.3151888888888889
123,1.2,1.8,0.6,0.3795333333333333
123,1.2,1.8,1.2,0.3402555555555556
123,1.2,1.8,1.8,0.4072
123,1.8,0.6,0.6,0.35028000000000004
123,1.8,0.6,1.2,0.35046666666666665
123,1.8,0.6,1.8,0.34473333333333334
123,1.8,1.2,0.6,0.33869999999999995
123,1.8,1.2,1.2,0.35825
123,1.8,1.2,1.8,0.35575714285714277
123,1.8,1.8,0.6,0.3456083333333333
123,1.8,1.8,1.2,0.3341777777777778
123,1.8,1.8,1.8,0.32585384615384616
125,0.6,0.6,0.6,0.48673333333333324
125,0.6,0.6,1.2,0.5503571428571429
125,0.6,0.6,1.8,0.5453
125,0.6,1.2,0.6,0.4989142857142857
125,0.6,1.2,1.2,0.5520166666666667
125,0.6,1.2,1.8,0.5022
125,0.6,1.8,0.6,0.5011
125,0.6,1.8,1.2,0.500225
125,0.6,1.8,1.8,0.48824285714285715
125,1.2,0.6,0.6,0.445625
125,1.2,0.6,1.2,0.4425444444444444
125,1.2,0.6,1.8,0.37019090909090907
125,1.2,1.2,0.6,0.5442
125,1.2,1.2,1.2,0.44223
125,1.2,1.2,1.8,0.47145000000000004
125,1.2,1.8,0.6,0.4465666666666667
125,1.2,1.8,1.2,0.4474916666666668
125,1.2,1.8,1.8,0.5375428571428571
125,1.8,0.6,0.6,0.52508
125,1.8,0.6,1.2,0.46867857142857144
125,1.8,0.6,1.8,0.4581888888888888
125,1.8,1.2,0.6,0.4607666666666667
125,1.8,1.2,1.2,0.4992999999999999
125,1.8,1.2,1.8,0.44241428571428576
125,1.8,1.8,0.6,0.46564999999999995
125,1.8,1.8,1.2,0.4072124999999999
125,1.8,1.8,1.8,0.4122
127,0.6,0.6,0.6,0.38398
127,0.6,0.6,1.2,0.35178000000000004
127,0.6,0.6,1.8,0.3784666666666667
127,0.6,1.2,0.6,0.3792888888888889
127,0.6,1.2,1.2,0.3940545454545454
127,0.6,1.2,1.8,0.3966090909090909
127,0.6,1.8,0.6,0.4332666666666667
127,0.6,1.8,1.2,0.3569571428571429
127,0.6,1.8,1.8,0.3946714285714285
127,1.2,0.6,0.6,0.4056
127,1.2,0.6,1.2,0.3513636363636363
127,1.2,0.6,1.8,0.36968888888888896
127,1.2,1.2,0.6,0.33896000000000004
127,1.2,1.2,1.2,0.3658571428571428
127,1.2,1.2,1.8,0.35957
127,1.2,1.8,0.6,0.36664285714285716
127,1.2,1.8,1.2,0.3685285714285714
127,1.2,1.8,1.8,0.3912909090909091
127,1.8,0.6,0.6,0.39167272727272723
127,1.8,0.6,1.2,0.3410428571428571
127,1.8,0.6,1.8,0.36463750000000006
127,1.8,1.2,0.6,0.3647875
127,1.8,1.2,1.2,0.38338888888888895
127,1.8,1.2,1.8,0.3721125
127,1.8,1.8,0.6,0.38102857142857144
127,1.8,1.8,1.2,0.3737714285714286
127,1.8,1.8,1.8,0.41245000000000004
130,0.6,0.6,0.6,0.2898
130,0.6,0.6,1.2,0.32560000000000006
130,0.6,0.6,1.8,0.30679999999999996
130,0.6,1.2,0.6,0.3252777777777778
130,0.6,1.2,1.2,0.3343428571428571
130,0.6,1.2,1.8,0.3502666666666666
130,0.6,1.8,0.6,0.32883636363636365
130,0.6,1.8,1.2,0.33096363636363635
130,0.6,1.8,1.8,0.32459999999999994
130,1.2,0.6,0.6,0.31917
130,1.2,0.6,1.2,0.311
130,1.2,0.6,1.8,0.3104181818181818
130,1.2,1.2,0.6,0.3159875
130,1.2,1.2,1.2,0.2971666666666667
130,1.2,1.2,1.8,0.31151000000000006
130,1.2,1.8,0.6,0.29960000000000003
130,1.2,1.8,1.2,0.32010000000000005
130,1.2,1.8,1.8,0.3216333333333333
130,1.8,0.6,0.6,0.3050625
130,1.8,0.6,1.2,0.34191249999999995
130,1.8,0.6,1.8,0.31222500000000003
130,1.8,1.2,0.6,0.3137
130,1.8,1.2,1.2,0.31058
130,1.8,1.2,1.8,0.3778714285714285
130,1.8,1.8,0.6,0.3068
130,1.8,1.8,1.2,0.3127888888888889
130,1.8,1.8,1.8,0.2996
131,0.6,0.6,0.6,0.3837555555555555
131,0.6,0.6,1.2,0.3407
131,0.6,0.6,1.8,0.32801
131,0.6,1.2,0.6,0.4142666666666666
131,0.6,1.2,1.2,0.36351428571428573
131,0.6,1.2,1.8,0.3600714285714286
131,0.6,1.8,0.6,0.4029428571428571
131,0.6,1.8,1.2,0.4065
131,0.6,1.8,1.8,0.36694
131,1.2,0.6,0.6,0.34336
131,1.2,0.6,1.2,0.3386166666666666
131,1.2,0.6,1.8,0.34629090909090904
131,1.2,1.2,0.6,0.3128285714285714
131,1.2,1.2,1.2,0.33493636363636364
131,1.2,1.2,1.8,0.34204
131,1.2,1.8,0.6,0.311525
131,1.2,1.8,1.2,0.35959090909090907
131,1.2,1.8,1.8,0.3300444444444445
131,1.8,0.6,0.6,0.32756
131,1.8,0.6,1.2,0.3690375
131,1.8,0.6,1.8,0.34207
131,1.8,1.2,0.6,0.36487142857142857
131,1.8,1.2,1.2,0.32276666666666665
131,1.8,1.2,1.8,0.33559999999999995
131,1.8,1.8,0.6,0.38265000000000005
131,1.8,1.8,1.2,0.37245
131,1.8,1.8,1.8,0.34085714285714286
133,0.6,0.6,0.6,0.42835
133,0.6,0.6,1.2,0.31020000000000003
133,0.6,0.6,1.8,0.3825444444444444
133,0.6,1.2,0.6,0.36002500000000004
133,0.6,1.2,1.2,0.33865
133,0.6,1.2,1.8,0.3734666666666666
133,0.6,1.8,0.6,0.3785615384615385
133,0.6,1.8,1.2,0.4296777777777778
133,0.6,1.8,1.8,0.38880909090909094
133,1.2,0.6,0.6,0.3124
133,1.2,0.6,1.2,0.35492
133,1.2,0.6,1.8,0.3172066666666667
133,1.2,1.2,0.6,0.3477375
133,1.2,1.2,1.2,0.309
133,1.2,1.2,1.8,0.3075857142857143
133,1.2,1.8,0.6,0.3103
133,1.2,1.8,1.2,0.31636000000000003
133,1.2,1.8,1.8,0.3275714285714285
133,1.8,0.6,0.6,0.3204714285714286
133,1.8,0.6,1.2,0.31624545454545455
133,1.8,0.6,1.8,0.32833571428571423
133,1.8,1.2,0.6,0.3089
133,1.8,1.2,1.2,0.3221777777777778
133,1.8,1.2,1.8,0.3303900000000001
133,1.8,1.8,0.6,0.3357428571428572
133,1.8,1.8,1.2,0.3172416666666666
133,1.8,1.8,1.8,0.33845000000000003
135,0.6,0.6,0.6,0.6163000000000001
135,0.6,0.6,1.2,0.6483888888888889
135,0.6,0.6,1.8,0.6064571428571428
135,0.6,1.2,0.6,0.680875
135,0.6,1.2,1.2,0.63115
135,0.6,1.2,1.8,0.68096
135,0.6,1.8,0.6,0.65624
135,0.6,1.8,1.2,0.62277
135,0.6,1.8,1.8,0.6727222222222221
135,1.2,0.6,0.6,0.5772454545454544
135,1.2,0.6,1.2,0.6514555555555557
135,1.2,0.6,1.8,0.60043
135,1.2,1.2,0.6,0.6164375
135,1.2,1.2,1.2,0.6121888888888889
135,1.2,1.2,1.8,0.5315666666666666
135,1.2,1.8,0.6,0.45555
135,1.2,1.8,1.2,0.5791857142857142
135,1.2,1.8,1.8,0.6403833333333333
135,1.8,0.6,0.6,0.6107375
135,1.8,0.6,1.2,0.58308
135,1.8,0.6,1.8,0.6464444444444446
135,1.8,1.2,0.6,0.613225
135,1.8,1.2,1.2,0.6528888888888889
135,1.8,1.2,1.8,0.5602
135,1.8,1.8,0.6,0.6266200000000001
135,1.8,1.8,1.2,0.6021666666666667
135,1.8,1.8,1.8,0.62646
141,0.6,0.6,0.6,0.39184
141,0.6,0.6,1.2,0.39776999999999996
141,0.6,0.6,1.8,0.41932
141,0.6,1.2,0.6,0.4265727272727272
141,0.6,1.2,1.2,0.41041111111111106
141,0.6,1.2,1.8,0.4597
141,0.6,1.8,0.6,0.44419000000000003
141,0.6,1.8,1.2,0.4858363636363636
141,0.6,1.8,1.8,0.4765777777777777
141,1.2,0.6,0.6,0.35975999999999997
141,1.2,0.6,1.2,0.339025
141,1.2,0.6,1.8,0.35554615384615385
141,1.2,1.2,0.6,0.3928888888888889
141,1.2,1.2,1.2,0.36205
141,1.2,1.2,1.8,0.38963333333333333
141,1.2,1.8,0.6,0.40349999999999997
141,1.2,1.8,1.2,0.36115
141,1.2,1.8,1.8,0.35428571428571426
141,1.8,0.6,0.6,0.37951428571428575
141,1.8,0.6,1.2,0.41563333333333335
141,1.8,0.6,1.8,0.4083083333333333
141,1.8,1.2,0.6,0.3458428571428572
141,1.8,1.2,1.2,0.32394999999999996
141,1.8,1.2,1.8,0.3611166666666667
141,1.8,1.8,0.6,0.41239
141,1.8,1.8,1.2,0.37850000000000006
141,1.8,1.8,1.8,0.36981428571428576
