,ID,condition,trial,delay
0,112,external,1,0.0
1,112,external,2,0.0
2,112,external,3,0.0
3,112,external,4,0.0
4,112,external,5,0.0
5,112,external,6,0.0
6,112,external,7,0.0
7,112,external,8,0.0
8,112,external,9,0.0
9,112,external,10,0.0
10,112,external,11,0.0
11,112,external,12,0.0
12,112,external,13,0.0
13,112,external,14,0.0
14,112,external,15,0.0
15,112,external,16,0.0
16,112,external,17,0.0
17,112,external,18,0.0
18,112,external,19,0.0
19,112,external,20,0.0
20,112,external,21,0.0
21,112,external,22,0.0
22,112,external,23,0.0
23,112,external,24,0.0
24,112,external,25,0.0
25,112,external,26,0.0
26,112,external,27,0.0
27,112,external,28,0.0
28,112,external,29,0.0
29,112,external,30,0.0
30,112,external,31,0.0
31,112,external,32,0.0
32,112,external,33,0.0
33,112,external,34,0.0
34,112,external,35,0.0
35,112,external,36,0.0
36,112,external,37,0.0
37,112,external,38,0.0
38,112,external,39,0.0
39,112,external,40,0.0
40,112,external,41,0.0
41,112,external,42,0.0
42,112,external,43,0.0
43,112,external,44,0.0
44,112,external,45,0.0
45,112,external,46,0.0
46,112,external,47,0.0
47,112,external,48,0.0
48,112,external,49,0.0
49,112,external,50,0.0
50,112,external,51,0.0
51,112,external,52,0.0
52,112,external,53,0.0
53,112,external,54,0.0
54,112,external,55,0.0
55,112,external,56,0.0
56,112,external,57,0.0
57,112,external,58,0.0
58,112,external,59,0.0
59,112,external,60,0.0
60,112,external,61,0.0
61,112,external,62,0.0
62,112,external,63,0.0
63,112,external,64,0.0
64,112,external,65,0.0
65,112,external,66,0.0
66,112,external,67,0.0
67,112,external,68,0.0
68,112,external,69,0.0
69,112,external,70,0.0
70,112,external,71,0.0
71,112,external,72,0.0
72,112,external,73,0.0
73,112,external,74,0.0
74,112,external,75,0.0
75,112,external,76,0.0
76,112,external,77,0.0
77,112,external,78,0.0
78,112,external,79,0.0
79,112,external,80,0.0
80,112,external,81,0.0
81,112,external,82,0.0
82,112,external,83,0.0
83,112,external,84,0.0
84,112,external,85,0.0
85,112,external,86,0.0
86,112,external,87,0.0
87,112,external,88,0.0
88,112,external,89,0.0
89,112,external,90,0.0
90,112,external,91,0.0
91,112,external,92,0.0
92,112,external,93,0.0
93,112,external,94,0.0
94,112,external,95,0.0
95,112,external,96,0.0
96,112,external,97,0.0
97,112,external,98,0.0
98,112,external,99,0.0
99,112,external,100,0.0
100,112,external,101,0.0
101,112,external,102,0.0
102,112,external,103,0.0
103,112,external,104,0.0
104,112,external,105,0.0
105,112,external,106,0.0
106,112,external,107,0.0
107,112,external,108,0.0
108,112,external,109,0.0
109,112,external,110,0.0
110,112,external,111,0.0
111,112,external,112,0.0
112,112,external,113,0.0
113,112,external,114,0.0
114,112,external,115,0.0
115,112,external,116,0.0
116,112,external,117,0.0
117,112,external,118,0.0
118,112,external,119,0.0
